timestamp,machine_id,temperature,pressure,vibration,rpm,voltage,current,humidity,operating_hours,maintenance_days,fault_code,failure_next_7_days,production_batch
1/10/2025 18:00,Machine_C,79.16,32.83,2.11,1358.59,222.79,10.84,54.45,1453,81,0,0,B1003
1/11/2025 0:00,Machine_C,79.1,32.94,1.87,1512.16,220.01,11.8,65.6,1487,72,0,0,B1004
1/11/2025 6:00,Machine_B,79.25,32.34,2.62,1830.6,,12.54,56.66,1488,47,0,0,B1004
1/11/2025 12:00,Machine_B,64.21,34.06,2.42,1483.43,220.53,7.94,52.31,1521,88,2,0,B1004
1/11/2025 18:00,Machine_B,74.31,26.89,1.98,1869.13,229.74,7.9,54.11,1506,23,0,0,B1004
1/12/2025 0:00,Machine_B,64.55,33.68,1.7,2101.27,230.35,12.61,55.76,1526,21,0,0,B1004
1/12/2025 6:00,Machine_A,72.12,32.15,1.8,1413.75,,9.17,43.4,1545,47,0,0,B1004
1/12/2025 12:00,Machine_B,67.73,28.82,2.07,1660.46,230.19,11.47,54.65,1559,87,0,0,B1004
1/12/2025 18:00,Machine_B,70.34,33.73,2.12,2354.2,238.96,10.81,45.44,1578,15,0,0,B1004
1/13/2025 0:00,Machine_D,66.12,28.76,2.67,1958.7,229.94,13.22,55.77,1589,8,0,0,B1004
1/13/2025 6:00,Machine_B,64.83,29.37,1.45,1966.71,245.28,8.9,60.63,1589,21,0,0,B1004
1/13/2025 12:00,Machine_D,74.78,32.44,2.72,1786.59,,12.25,37.54,1584,70,3,0,B1005
1/13/2025 18:00,Machine_D,85.7,30.62,1.88,1525.63,236.38,9.29,57.68,1627,77,0,1,B1005
1/14/2025 0:00,Machine_B,82.4,26.17,1.44,1841.34,225.34,11.39,54.28,1641,35,0,0,B1005
1/14/2025 6:00,Machine_B,63.86,30.32,2.6,1708.49,220.07,11.28,58.53,1644,72,1,0,B1005
1/14/2025 12:00,Machine_D,68.09,31.04,2.22,1986.29,220.01,11.54,52.3,1667,72,0,0,B1005
1/14/2025 18:00,Machine_C,75.69,34.12,2.88,2159.65,,9.18,38.87,1641,78,0,0,B1005
1/15/2025 0:00,Machine_C,61.13,35.43,2.14,1725.25,235.06,14.41,56.82,1689,57,0,0,B1005
1/15/2025 6:00,Machine_C,71.49,30.94,1.83,1790.68,244.73,10.39,57.61,1676,31,0,0,B1005
1/15/2025 12:00,Machine_D,77.72,30.67,1.83,1700.52,237.71,12.46,68.86,1711,26,0,0,B1005
1/15/2025 18:00,Machine_C,76.05,31.66,2.13,1726.75,,12.22,39.99,1713,13,0,0,B1005
1/16/2025 0:00,Machine_A,70.66,34.18,2.19,1840.3,,11.71,73.82,1728,78,2,0,B1006
1/16/2025 6:00,Machine_C,78.07,31.01,1.81,1727.56,226.57,10.29,64.52,1751,15,0,1,B1006
1/16/2025 12:00,Machine_A,,30.11,1.63,1844.3,238.41,10.63,54.35,1750,34,2,0,B1006
1/16/2025 18:00,Machine_C,74.84,28.62,1.94,1798.8,220.01,12.21,53.43,1764,63,0,0,B1006
1/17/2025 0:00,Machine_B,63.9,33.55,1.68,1770.38,230.01,11.24,48.22,1770,51,0,0,B1006
1/17/2025 6:00,Machine_D,70.9,38.77,1.77,1995.5,226.84,8.52,62.01,1761,38,1,0,B1006
1/17/2025 12:00,Machine_D,61.55,29.67,1.56,2115.41,237.49,12.91,62.22,1779,54,0,0,B1006
1/17/2025 18:00,Machine_C,63.23,28.33,2.29,1756.74,227,12.07,59.44,1799,68,2,0,B1006
1/18/2025 0:00,Machine_B,73.56,31.07,2.13,1574.8,237.39,10.72,49.77,1797,67,0,0,B1006
1/18/2025 6:00,Machine_A,,35.56,1.73,1970.95,227.11,10.47,57.57,1837,59,2,0,B1006
1/18/2025 12:00,Machine_A,83.67,23.65,2.35,1990.28,220.01,10.3,44.99,1845,58,2,1,B1007
1/18/2025 18:00,Machine_B,81.12,27.11,2.22,2161,235.74,10.3,60.27,1853,85,0,0,B1007
1/19/2025 0:00,Machine_C,,36.71,1.6,1891.85,228.74,12.21,58.84,1845,54,1,0,B1007
1/19/2025 6:00,Machine_D,55.78,31.32,2.48,1841.49,233.46,11.81,56.33,1879,22,1,0,B1007
1/19/2025 12:00,Machine_D,62.61,32.44,2.09,1841.88,226.16,14.45,42.32,1868,89,1,0,B1007
1/19/2025 18:00,Machine_A,62.03,34.12,1.78,1913.83,237.78,11.93,39.3,1898,44,1,0,B1007
1/20/2025 0:00,Machine_A,69.55,,2.07,1559.64,233.04,11.92,60.6,1907,70,3,0,B1007
1/20/2025 6:00,Machine_D,76.48,33.29,2.08,1848.88,220.01,9.38,65.53,1911,59,2,0,B1007
1/20/2025 12:00,Machine_B,69.6,30.01,2.88,1861.21,220.01,13.12,46.44,1918,37,0,0,B1007
1/20/2025 18:00,Machine_C,,31.44,1.82,2060.46,231.57,12.55,40.14,1943,42,2,1,B1007
1/21/2025 0:00,Machine_B,74.28,32.14,2.49,1676.98,225.92,7.27,64.2,1949,30,0,0,B1008
1/21/2025 6:00,Machine_A,71.88,26.42,1.88,1881.82,235.95,8.61,61.37,1966,73,0,0,B1008
1/21/2025 12:00,Machine_D,75.91,,1.98,1921.47,221.02,11.57,56.66,1973,57,0,0,B1008
1/21/2025 18:00,Machine_C,72.95,33.41,2.2,1575.15,234.57,14.75,59.7,2010,50,0,0,B1008
1/22/2025 0:00,Machine_C,,33.9,2.08,1527.17,,13.69,48.87,1996,67,3,0,B1008
1/22/2025 6:00,Machine_A,67.67,33.52,1.92,1636.91,237.8,10.65,56.02,2017,70,3,0,B1008
1/22/2025 12:00,Machine_D,49.12,29.39,2.48,1861.76,240.59,9.3,38.61,2017,88,1,0,B1008
1/22/2025 18:00,Machine_A,72.78,31.2,1.89,1589.6,224.06,9.61,60.94,2028,45,2,1,B1008
1/23/2025 0:00,Machine_C,71.38,31.54,1.68,1955.21,235.22,8.16,52.17,2059,35,0,0,B1008
1/23/2025 6:00,Machine_C,64.71,33.61,2.02,2017.62,220.01,11.26,59.09,2051,64,1,1,B1008
1/23/2025 12:00,Machine_B,65.83,31.88,2.81,1666.82,220.01,13.07,66.37,2070,58,0,0,B1009
1/23/2025 18:00,Machine_B,67.26,,1.93,1916.75,237.9,12.68,68.11,2098,67,3,0,B1009
1/24/2025 0:00,Machine_D,72.59,32.73,1.86,2078.86,221.07,9.24,64.42,2118,64,2,0,B1009
1/24/2025 6:00,Machine_B,75.16,31.75,2.45,1861.69,233.65,11.85,59.48,2102,3,1,0,B1009
1/24/2025 12:00,Machine_D,71.18,34.13,1.96,2059.22,224.59,13.7,54.6,2129,2,1,0,B1009
1/24/2025 18:00,Machine_A,61.42,31.64,1.53,1631.34,242.95,12.82,62.42,2157,41,0,0,B1009
1/25/2025 0:00,Machine_D,,,1.41,1783.85,239.47,10.01,65.23,2161,33,1,0,B1009
1/25/2025 6:00,Machine_C,70.55,32.59,1.57,1978,234.99,10.26,50.55,2183,75,0,0,B1009
1/25/2025 12:00,Machine_A,80.87,33.07,2.16,1922.66,,12.63,56.15,2177,26,0,1,B1009
1/25/2025 18:00,Machine_D,75.7,30.89,2.08,1614.32,225.77,11.93,66.29,2185,70,1,0,B1009
1/26/2025 0:00,Machine_D,67.06,41.28,1.93,1663.27,226.7,8.88,59.82,2209,85,1,0,B1010
1/26/2025 6:00,Machine_D,67.48,36.15,2.3,1805.15,,12.43,84.46,2227,66,0,0,B1010
1/26/2025 12:00,Machine_C,73.91,27.27,2.59,2048.42,225,11.59,59.94,2226,42,0,0,B1010
1/26/2025 18:00,Machine_C,71.56,29.89,1.94,1639.1,228.88,13.42,38.54,2254,89,0,0,B1010
1/27/2025 0:00,Machine_A,72.25,31.74,2.32,1575.76,238.86,9.94,39.44,2230,14,0,0,B1010
1/27/2025 6:00,Machine_D,68.37,31.22,2.49,15000,220.01,9.74,60.21,2259,28,0,0,B1010
1/27/2025 12:00,Machine_A,78.97,32.53,1.81,2122.41,231.39,12.63,49.84,2265,2,0,0,B1010
1/27/2025 18:00,Machine_B,70.27,34.2,1.97,1814.15,220.78,12.37,58.46,2294,56,0,0,B1010
1/28/2025 0:00,Machine_D,63.61,32.28,2.03,1821.71,226.84,10.36,47.79,2313,5,3,0,B1010
1/28/2025 6:00,Machine_A,72.9,31.91,2.8,1973.33,232.46,10.33,55.67,2295,89,0,0,B1010
1/28/2025 12:00,Machine_C,75.04,37.45,1.6,1720.8,220.78,12.4,51.65,2330,75,2,0,B1011
1/28/2025 18:00,Machine_B,97.02,31.67,2.31,1942.18,226.87,8.8,46.01,2318,89,0,0,B1011
1/29/2025 0:00,Machine_B,79.57,29.46,1.6,1412.39,224.89,9.02,71.42,2333,66,0,0,B1011
1/29/2025 6:00,Machine_B,76.06,27.11,2.07,1365.04,225.74,13.44,58.25,2356,23,0,0,B1011
1/29/2025 12:00,Machine_A,68.48,33.18,1.92,1899.55,229.73,9.57,46.29,2374,29,1,0,B1011
1/29/2025 18:00,Machine_D,64.09,32.76,1.81,1856.92,229.47,11.14,68.14,2366,74,1,0,B1011
1/30/2025 0:00,Machine_C,70.96,29.19,2.56,1786.47,,11.1,59.72,2393,21,2,0,B1011
1/30/2025 6:00,Machine_A,70.84,28.82,2.19,1933.15,227.97,11.48,70.1,2410,37,0,0,B1011
1/30/2025 12:00,Machine_D,80.92,29.52,2.1,1659.24,247.78,9.14,60.24,2429,33,0,0,B1011
1/30/2025 18:00,Machine_D,65.59,28.81,1.7,1900.57,220.48,12.1,41.48,2432,2,0,0,B1011
1/31/2025 0:00,Machine_B,,26.26,2.39,1998.73,232.42,10.2,38.77,2455,36,0,0,B1012
1/31/2025 6:00,Machine_C,73.38,35.49,1.38,2022.94,,10.22,57.05,2463,21,0,0,B1012
1/31/2025 12:00,Machine_C,58.04,33.12,2.49,1582.26,243.38,11.63,47.95,2479,69,0,0,B1012
1/31/2025 18:00,Machine_A,69.67,31.02,1.52,2024.85,227.6,10.97,58.84,2485,23,0,0,B1012
2/1/2025 0:00,Machine_A,75.19,34.29,2.31,1592.07,228.11,10.41,59.25,2483,76,1,0,B1012
2/1/2025 6:00,Machine_B,72.01,,1.84,1591.79,220.78,9.17,47.81,2480,75,1,0,B1012
2/1/2025 12:00,Machine_B,72.33,39.48,2,1950.93,230.65,10.85,64.19,2521,78,1,0,B1012
2/1/2025 18:00,Machine_D,68.26,30.36,2.39,1928.21,230.96,9.92,81.29,2536,36,0,0,B1012
2/2/2025 0:00,Machine_D,66.1,33.59,0.99,1811.51,227.03,9.51,60.08,2547,13,2,0,B1012
2/2/2025 6:00,Machine_A,70.32,32.85,1.68,1897.22,220.78,9.55,59.17,2532,83,0,0,B1012
2/2/2025 12:00,Machine_B,66.62,30.77,1.85,1672.78,,10.06,55.16,2578,40,1,0,B1013
2/2/2025 18:00,Machine_D,65.63,33.47,1.59,1884.71,235.84,10.35,68.27,2586,7,0,0,B1013
2/3/2025 0:00,Machine_C,75.27,34.29,1.99,1768.62,226.87,10.98,63.63,2602,5,0,1,B1013
2/3/2025 6:00,Machine_B,65.22,28.42,2.21,1550.17,223.9,10.98,77.18,2601,68,2,0,B1013
2/3/2025 12:00,Machine_B,56.18,30.67,1.65,1390.25,232.28,11.31,66.42,2616,10,2,0,B1013
2/3/2025 18:00,Machine_D,63.28,38.47,1.76,1933.58,232.39,12.95,70.62,2622,88,2,0,B1013
2/4/2025 0:00,Machine_D,82.08,32.41,1.85,1833.24,,9.54,67,2618,28,0,0,B1013
2/4/2025 6:00,Machine_A,66.06,35.56,2.29,1979.29,223.95,8.87,70.01,2626,49,0,0,B1013
2/4/2025 12:00,Machine_A,72.74,38.5,1.74,1967.01,230.46,11.4,70.28,2667,32,0,0,B1013
2/4/2025 18:00,Machine_C,73.05,32.69,1.64,1757.06,223.77,7.75,64.74,2669,30,2,0,B1013
2/5/2025 0:00,Machine_C,71.84,34.45,2.34,1695.05,228.66,11.42,52.51,2667,46,1,0,B1014
2/5/2025 6:00,Machine_D,79.64,31.56,1.85,1650.88,237.27,13.59,58,2673,29,0,0,B1014
2/5/2025 12:00,Machine_B,70.18,27.52,2.2,1930.25,248.4,12.61,36.01,2702,23,0,0,B1014
2/5/2025 18:00,Machine_C,70.47,31.46,2.41,1837.12,220.36,11.89,62.7,2698,65,0,0,B1014
2/6/2025 0:00,Machine_D,66.52,,2.67,1871.04,220.43,11.67,66.97,2743,86,1,0,B1014
2/6/2025 6:00,Machine_D,66.34,29.65,2.26,1778.23,233.36,9.67,50.63,2725,56,0,0,B1014
2/6/2025 12:00,Machine_C,,30.8,2.09,1967.87,220.01,8.36,39.74,2751,17,0,0,B1014
2/6/2025 18:00,Machine_B,77.58,30.39,2.12,1932.17,222.05,10.97,48.33,2773,82,0,1,B1014
2/7/2025 0:00,Machine_C,65.09,31.99,1.93,1718.42,235.57,12.43,55.88,2791,55,1,0,B1014
2/7/2025 6:00,Machine_C,78.87,33.44,1.45,1834.17,234.61,13.79,44.23,2794,15,0,0,B1014
2/7/2025 12:00,Machine_C,89.32,27.87,2.79,2101.6,243.44,12.1,49.17,2816,84,1,1,B1015
2/7/2025 18:00,Machine_B,79.69,,2.56,1750.64,222.01,10.92,63.13,2812,30,0,1,B1015
2/8/2025 0:00,Machine_B,82.23,29.52,2.41,1866.13,237.31,9.8,69.93,2812,45,2,1,B1015
2/8/2025 6:00,Machine_C,85.87,32.3,2.05,1482.69,221.79,11.37,55.87,2830,48,2,1,B1015
2/8/2025 12:00,Machine_D,86.87,39.07,2.16,1909.95,220.01,9.39,48.93,2834,86,0,1,B1015
2/8/2025 18:00,Machine_B,97.28,35.04,1.59,1843.08,241.43,8.99,60.52,2873,65,0,1,B1015
2/9/2025 0:00,Machine_A,84.81,38.03,3.21,1613.81,224.31,11.11,68.97,2861,64,1,1,B1015
2/9/2025 6:00,Machine_A,87.84,30.55,2.12,1822.08,243,11.48,52.48,2885,14,0,1,B1015
2/9/2025 12:00,Machine_B,98.47,38.06,2.39,1674.55,223.91,8.73,49.82,2898,89,0,1,B1015
2/9/2025 18:00,Machine_C,,32.34,1.92,12000,224.65,13.81,65.8,2896,47,0,0,B1015
2/10/2025 0:00,Machine_D,,33.97,2.83,1723,227.88,11.73,49.53,2936,32,0,1,B1016
2/10/2025 6:00,Machine_B,84.41,33.02,2.28,1609.61,229.67,9.62,66.74,2939,59,0,1,B1016
2/10/2025 12:00,Machine_A,84.36,28.23,2.69,1757.63,232.29,10.36,41.72,2947,86,1,1,B1016
2/10/2025 18:00,Machine_A,94,30.2,3.16,1844.86,233.37,11.67,42.86,2958,48,0,0,B1016
2/11/2025 0:00,Machine_B,87.73,32.41,2.65,1657.79,239.56,9.32,50.98,2955,87,0,1,B1016
2/11/2025 6:00,Machine_C,90.65,29,2.23,1892.5,231.44,11.53,59.89,2994,77,2,1,B1016
2/11/2025 12:00,Machine_C,81.7,32.45,1.82,1390.14,231.13,12.65,57.53,2985,84,0,1,B1016
2/11/2025 18:00,Machine_B,87.12,34.13,2.33,1892.36,227.92,12.11,61.15,3003,45,3,0,B1016
2/12/2025 0:00,Machine_C,100.7,33.6,1.91,1752.81,220.01,11.79,62.45,2999,68,2,0,B1016
2/12/2025 6:00,Machine_B,82.18,31.69,2.43,1812.61,239.3,9.61,57.38,3016,61,0,1,B1016
2/12/2025 12:00,Machine_D,,40.06,1.78,1676.17,241.79,10.47,63.86,3048,22,0,1,B1017
2/12/2025 18:00,Machine_A,88.88,36.2,2.94,1734.71,225.98,9.66,45.69,3058,55,3,1,B1017
2/13/2025 0:00,Machine_B,83.05,28.04,2.26,1793.33,226.57,9.96,40.94,3078,48,0,1,B1017
2/13/2025 6:00,Machine_B,87,32.89,2.62,1744.22,220.01,8.82,51.83,3064,88,0,1,B1017
2/13/2025 12:00,Machine_C,88.67,34.98,2.47,1693.75,241.84,9.94,58.44,3079,61,0,0,B1017
2/13/2025 18:00,Machine_B,92.11,34.06,2.67,1732.14,234.61,12.61,60.92,3115,82,0,1,B1017
2/14/2025 0:00,Machine_A,90.57,31.5,2.99,2008.28,239.41,8.4,57.07,3119,3,1,1,B1017
2/14/2025 6:00,Machine_B,92.05,,2.87,1358.57,,10.72,47.31,3140,85,1,1,B1017
2/14/2025 12:00,Machine_D,93.32,33.28,2.24,2119.56,220.45,12.38,65.01,3149,32,1,0,B1017
2/14/2025 18:00,Machine_C,83.48,31.77,2.36,2051.47,254.7,11.67,44.7,3164,56,1,0,B1017
2/15/2025 0:00,Machine_B,95.36,36.19,2.28,1762.34,220.01,9.79,64.65,3173,48,0,0,B1018
2/15/2025 6:00,Machine_D,97.19,28.66,2.54,1779.43,,10.78,62.36,3157,59,0,1,B1018
2/15/2025 12:00,Machine_B,91.68,31,2.97,1866.54,229.14,11.67,39.29,3167,69,0,1,B1018
2/15/2025 18:00,Machine_B,80.74,33.97,2.3,1991.2,,9.71,60.57,3196,46,0,1,B1018
2/16/2025 0:00,Machine_D,93.27,26.53,2.43,1600.53,228.36,14.5,57.92,3211,19,0,1,B1018
2/16/2025 6:00,Machine_A,92.9,33.57,2.61,1846.43,221.84,8.47,66.42,3211,21,1,1,B1018
2/16/2025 12:00,Machine_D,91.23,30.89,2.65,1794.73,239.01,10.92,37.27,3249,75,0,0,B1018
2/16/2025 18:00,Machine_C,95.07,31.33,2.77,1896.55,232.46,7.7,37.88,3227,7,3,1,B1018
2/17/2025 0:00,Machine_D,,29.62,2.06,1647.01,235.78,9.71,77.4,3256,80,1,1,B1018
2/17/2025 6:00,Machine_B,90.26,30.39,2.84,1892.71,235.73,11.63,49.06,3252,60,0,0,B1018
2/17/2025 12:00,Machine_B,86.16,29.38,2.12,1975.51,233.76,8.22,65.97,3291,34,0,1,B1019
2/17/2025 18:00,Machine_B,98.78,,2.17,1918.66,237.5,8.59,47.37,3305,39,0,1,B1019
2/18/2025 0:00,Machine_C,85.83,33.9,1.88,1776.15,230.63,11.03,38.47,3308,86,0,0,B1019
2/18/2025 6:00,Machine_B,94.72,37.4,3,1837.74,226.07,12.21,45.26,3319,79,0,1,B1019
2/18/2025 12:00,Machine_C,83.33,36.67,2.72,1946.2,224.74,8.69,62.07,3329,38,2,1,B1019
2/18/2025 18:00,Machine_B,93.08,34.48,2.15,1681.54,227.57,8.98,46.81,3346,34,0,0,B1019
2/19/2025 0:00,Machine_A,76.22,28.43,2.57,1882.88,235.9,11.17,59.62,3354,85,1,0,B1019
2/19/2025 6:00,Machine_A,92.92,30.03,2.34,1871.59,231.26,10.72,37.59,3362,12,3,1,B1019
2/19/2025 12:00,Machine_C,70.5,32.05,1.92,1762.3,220.01,8.88,67.35,3386,2,0,0,B1019
2/19/2025 18:00,Machine_C,,34.51,3.02,1916.66,236.05,10.85,50.66,3375,7,0,0,B1019
